iter	RMSE
272	5.146609551
273	5.143581042
274	5.137888056
275	5.130335642
276	5.126901758
277	5.121871999
278	5.118603853
279	5.115074197
280	5.11230095
281	5.110250606
282	5.104570257
283	5.099485563
284	5.095524468
285	5.09333621
286	5.089612574
287	5.08674679
288	5.084524996
289	5.080173359
290	5.078491398
291	5.076226063
292	5.07207907
293	5.069781639
294	5.06884018
295	5.065325457
296	5.062480368
297	5.05818221
298	5.055840241
299	5.05152763
300	5.047439351
301	5.04523132
302	5.042366474
303	5.038782783
304	5.034387028
305	5.029895844
306	5.026884489
307	5.023874624
308	5.018989974
309	5.013696504
310	5.01253646
311	5.010387592
312	5.005127682
313	4.999852327
314	4.996866957
315	4.992353824
316	4.988726127
317	4.983947248
318	4.982758136
319	4.980554601
320	4.975651485
321	4.972951065
322	4.971816356
323	4.96937656
324	4.965927766
325	4.963124631
326	4.962343158
327	4.95805141
328	4.953518973
329	4.949194726
330	4.944958536
331	4.942034516
332	4.938821999
333	4.933427044
334	4.930984284
335	4.927447595
336	4.921985161
337	4.92055158
338	4.919456401
339	4.915927008
340	4.914472142
341	4.911095229
342	4.907228393
343	4.905427954
344	4.903182568
345	4.900394419
346	4.896512338
347	4.893916266
348	4.892779734
349	4.890508385
350	4.88676861
351	4.883122036
352	4.881892705
353	4.879274362
354	4.875255241
355	4.870570522
356	4.865899991
357	4.86576329
358	4.862935672
359	4.860207866
360	4.857110598
361	4.85404827
362	4.851590002
363	4.848805592
364	4.847089663
365	4.843795319
366	4.842343874
367	4.839210089
368	4.83852705
369	4.835999192
370	4.831642745
371	4.828378283
372	4.824119208
373	4.81994837
374	4.817704828
375	4.815242741
376	4.810270921
377	4.806614768
378	4.804380487
379	4.802298199
380	4.797593029
381	4.796336038
382	4.793415473
383	4.790787847
384	4.787519108
385	4.785053023
386	4.782503569
387	4.780254866
388	4.775862949
389	4.774143195
390	4.770178005
391	4.767359936
392	4.764915174
393	4.761036024
394	4.757008626
395	4.755840725
396	4.751757944
397	4.75030963
398	4.748288137
399	4.744904161
400	4.741439667
401	4.73788629
402	4.734319198
403	4.732283701
404	4.729879775
405	4.729317493
406	4.727041867
407	4.724650586
408	4.722706912
409	4.719774411
410	4.71732085
411	4.713878035
412	4.711049471
413	4.71037769
414	4.70586282
415	4.703419396
416	4.700948955
417	4.698170044
418	4.694253568
419	4.692890277
420	4.690873495
421	4.685662048
422	4.684064483
423	4.681634291
424	4.677940568
425	4.676438475
426	4.673468638
427	4.671317231
428	4.668120508
429	4.664340529
430	4.661220874
431	4.658796608
432	4.653989664
433	4.652904514
434	4.651196082
435	4.649728561
436	4.646207828
437	4.643133753
438	4.638616729
439	4.636313708
440	4.633286505
441	4.631691596
442	4.630094586
443	4.629753273
444	4.626398482
445	4.625981997
446	4.623661293
447	4.62057318
448	4.617764042
449	4.615241968
450	4.611627382
451	4.607088863
452	4.602034332
453	4.599234917
454	4.597037009
455	4.595941685
456	4.594899848
457	4.592329118
458	4.589993415
459	4.585727702
460	4.581780438
461	4.576836155
462	4.573698618
463	4.571272231
464	4.570408924
465	4.567208275
466	4.563591188
467	4.55983504
468	4.557933093
469	4.555639095
470	4.553002914
471	4.549468626
472	4.547070014
473	4.545370543
474	4.542185153
475	4.54042996
476	4.537280673
477	4.53556756
478	4.532512685
479	4.531800117
480	4.5296672
481	4.525766978
482	4.523452397
483	4.521430119
484	4.520119518
485	4.517405768
486	4.513728247
487	4.509955637
488	4.508977392
489	4.507356353
490	4.505096504
491	4.503170347
492	4.497028545
493	4.495504187
494	4.494560734
495	4.490085439
496	4.487594765
497	4.484478704
498	4.48091334
499	4.478908525
500	4.478529737
501	4.476327293
502	4.475536668
503	4.473427485
504	4.470179578
505	4.46717633
506	4.465581495
507	4.464319145
508	4.46011827
509	4.455772269
510	4.454200147
511	4.451406658
512	4.449399475
513	4.446958265
514	4.442904704
515	4.440955536
516	4.437418775
517	4.433342759
518	4.431598738
519	4.428627367
520	4.426174084
521	4.423362481
522	4.421992883
523	4.418560156
524	4.416264269
525	4.413729516
526	4.409929969
527	4.408443749
528	4.406868737
529	4.403427188
530	4.399842307
531	4.395264593
532	4.392332779
533	4.387939158
534	4.385158419
535	4.382811839
536	4.379507141
537	4.375911118
538	4.373298394
539	4.369780441
540	4.367572018
541	4.362626252
542	4.360665448
543	4.357793927
544	4.355672514
545	4.353150542
546	4.351337515
547	4.348793104
548	4.347196386
549	4.346400525
550	4.343304604
551	4.33920214
552	4.335292376
553	4.331542524
554	4.326675818
555	4.32244012
556	4.316427725
557	4.315106336
558	4.312138385
559	4.310507369
560	4.309616178
561	4.306858541
562	4.304477288
563	4.301464678
564	4.30035487
565	4.298183327
566	4.296306413
567	4.293784659
568	4.291991944
569	4.288793401
570	4.286047656
571	4.28214709
572	4.279637339
573	4.278110722
574	4.275553309
575	4.273995496
576	4.272518648
577	4.269654215
578	4.267517817
579	4.26414415
580	4.262429807
581	4.259136985
582	4.257088627
583	4.251532792
584	4.249339185
585	4.24511928
586	4.241668518
587	4.238793157
588	4.237394216
589	4.232716698
590	4.229480895
591	4.226338152
592	4.224895552
593	4.222339042
594	4.220894451
595	4.220406744
596	4.21791321
597	4.215587175
598	4.214441754
599	4.212461313
600	4.209295565
601	4.208552327
602	4.208081781
603	4.205564607
604	4.204143862
605	4.200653945
606	4.197284678
607	4.193721482
608	4.192328044
609	4.189482766
610	4.188672721
611	4.186346118
612	4.184797198
613	4.183424509
614	4.182083291
615	4.179867813
616	4.177946503
617	4.176313502
618	4.173947294
619	4.171521144
620	4.169551545
621	4.167941558
622	4.166099964
623	4.164370178
624	4.16209901
625	4.160583886
626	4.158050562
627	4.15585449
628	4.154285145
629	4.151969397
630	4.151056766
631	4.150328594
632	4.147927715
633	4.145767755
634	4.144520422
635	4.142990103
636	4.140205516
637	4.13833487
638	4.135440981
639	4.134452691
640	4.13201495
641	4.13073606
642	4.128226687
643	4.126898608
644	4.125988561
645	4.12234412
646	4.119796963
647	4.117407837
648	4.114845198
649	4.113454099
650	4.110801297
651	4.10649482
652	4.103607193
653	4.102891318
654	4.099924383
655	4.096386778
656	4.095643921
657	4.093884668
658	4.092229377
659	4.089053522
660	4.086450219
661	4.084228421
662	4.081901995
663	4.079277015
664	4.077302491
665	4.076563411
666	4.074998467
667	4.074275238
668	4.072356054
669	4.069394754
670	4.066651916
671	4.06439141
672	4.062618041
673	4.059539771
674	4.059061893
675	4.057950428
676	4.055786358
677	4.052129738
678	4.050065616
679	4.048011689
680	4.046785405
681	4.045162086
682	4.042532893
683	4.03992628
684	4.039071208
685	4.036306408
686	4.03515048
687	4.032692987
688	4.030881174
689	4.028127284
690	4.027060172
691	4.026166569
692	4.023935104
693	4.021553559
694	4.018085204
695	4.015558239
696	4.0119463
697	4.010485271
698	4.008848118
699	4.005164526
700	4.002818528
701	4.000853486
702	3.997909278
703	3.995609047
704	3.993324517
705	3.991100215
706	3.988881012
707	3.986289166
708	3.983378383
709	3.981252768
710	3.979460653
711	3.975277165
712	3.971907815
713	3.97001408
714	3.967328336
715	3.966156162
716	3.963599335
717	3.961127904
718	3.958761759
719	3.956681
720	3.955503918
721	3.952701744
722	3.950434779
723	3.94728627
724	3.945836741
725	3.943370246
726	3.94107259
727	3.93927722
728	3.936647736
729	3.934871414
730	3.932250677
731	3.93090355
732	3.92767168
733	3.924710718
734	3.921806084
735	3.919927908
736	3.91921071
737	3.916413958
738	3.915684982
739	3.914493853
740	3.911487604
741	3.908332993
742	3.905214712
743	3.902475054
744	3.900736544
745	3.898599966
746	3.896417087
747	3.894432386
748	3.892970465
749	3.891582362
750	3.889681162
751	3.888122981
752	3.887282233
753	3.885299118
754	3.882462419
755	3.8811713
756	3.879366957
757	3.877375558
758	3.875625444
759	3.874037927
760	3.871336619
761	3.870632366
762	3.868142617
763	3.86590433
764	3.864360405
765	3.862762251
766	3.859503618
767	3.857251826
768	3.854617732
769	3.852232918
770	3.850557201
771	3.850069486
772	3.847766821
773	3.843410264
774	3.841338839
775	3.839777094
776	3.836564147
777	3.836088154
778	3.834096284
779	3.832105479
780	3.831132587
781	3.82957612
782	3.828064456
783	3.824591612
784	3.823239261
785	3.820799046
786	3.817983308
787	3.816669654
788	3.814533968
789	3.812500306
790	3.810705178
791	3.807337481
792	3.805487528
793	3.803333238
794	3.801595571
795	3.801039097
796	3.798852328
797	3.795409307
798	3.792163013
799	3.78911794
800	3.786470625
801	3.785418424
802	3.783107678
803	3.78139152
804	3.7795795
805	3.77703409
806	3.774391007
807	3.773001611
808	3.770918057
809	3.767931601
810	3.766442443
811	3.765334065
812	3.763828829
813	3.763112844
814	3.76128469
815	3.759674079
816	3.757788156
817	3.756105405
818	3.75510881
819	3.751918337
820	3.750406059
821	3.748295652
822	3.74586221
823	3.741910664
824	3.740108692
825	3.737925327
826	3.736642447
827	3.73448215
828	3.7323633
829	3.730185371
830	3.728577037
831	3.726139757
832	3.724248368
833	3.721526685
834	3.71815267
835	3.716783193
836	3.715663469
837	3.714514561
838	3.712768132
839	3.711040224
840	3.707693025
841	3.706301769
842	3.70383006
843	3.701958674
844	3.701017892
845	3.698379632
846	3.697540554
847	3.696151794
848	3.693681254
849	3.692760977
850	3.690999373
851	3.690745173
852	3.688827766
853	3.686332027
854	3.683806638
855	3.681516134
856	3.678626607
857	3.674431316
858	3.671213717
859	3.670692413
860	3.668845215
861	3.66672577
862	3.665341415
863	3.665223574
864	3.664221288
865	3.662892908
866	3.662438948
867	3.659808429
868	3.658359809
869	3.65710317
870	3.6553664
871	3.654217937
872	3.652364448
873	3.650339052
874	3.649199566
875	3.648809605
876	3.646581807
877	3.645814643
878	3.643968254
879	3.642033803
880	3.640906094
881	3.639276183
882	3.637743175
883	3.634430956
884	3.632546741
885	3.631045119
886	3.629470126
887	3.627774529
888	3.624704025
889	3.620867799
890	3.618878746
891	3.616424836
892	3.615708963
893	3.613524955
894	3.610534909
895	3.608441368
896	3.607831441
897	3.60503799
898	3.604319119
899	3.602580033
900	3.600269761
901	3.598229339
902	3.595633636
903	3.593497658
904	3.593023627
905	3.590767391
906	3.589565908
907	3.586617598
908	3.585043719
909	3.58377324
910	3.58217379
911	3.579224352
912	3.577755337
913	3.576140963
914	3.572546409
915	3.570724541
916	3.569368919
917	3.566298838
918	3.566035598
919	3.563579903
920	3.563029397
921	3.561895643
922	3.560381898
923	3.557044434
924	3.555424107
925	3.55190129
926	3.551166361
927	3.549101008
928	3.54712164
929	3.544986001
930	3.542005424
931	3.539362574
932	3.535860224
933	3.532722688
934	3.531336284
935	3.529294716
936	3.527549075
937	3.525288212
938	3.523858861
939	3.52168736
940	3.519185893
941	3.517285227
942	3.51704715
943	3.514943479
944	3.512411923
945	3.511899533
946	3.510167569
947	3.508830253
948	3.506672876
949	3.505087043
950	3.502579182
951	3.500689955
952	3.498797257
953	3.498224568
954	3.497042886
955	3.49638681
956	3.4942584
957	3.493231859
958	3.492379922
959	3.490353195
960	3.488206786
961	3.486735899
962	3.484550966
963	3.482753271
964	3.481547019
965	3.478474268
966	3.475839542
967	3.474889416
968	3.47357723
969	3.471652759
970	3.468409101
971	3.467664945
972	3.465897276
973	3.463651451
974	3.462009058
975	3.460171447
976	3.459391762
977	3.457637045
978	3.456588767
979	3.454495792
980	3.45257795
981	3.450380506
982	3.448974107
983	3.447028357
984	3.44369407
985	3.441311484
986	3.440099237
987	3.438599914
988	3.435945981
989	3.433961436
990	3.431347379
991	3.429327684
992	3.427215744
993	3.425413714
994	3.424089049
995	3.422314545
996	3.421841097
997	3.41763977
998	3.41602265
999	3.414829449
